4.588269970040327905e+01 4.764290033350868470e+01 4.895373188008122867e+01 5.136827146535308941e+01 4.442838330335484898e+01 3.766036729530392080e+01 3.493103019065598858e+01 3.206254215338330482e+01 3.040590607108678256e+01 2.874899671306570781e+01 2.873028047717593481e+01 2.764573281146470762e+01 2.718680323564355561e+01 2.690713243383657627e+01 2.554069203329561333e+01 2.566892881506565161e+01 2.546206205593000504e+01 2.458927991996801765e+01 2.482273153964716528e+01 2.441666184977826859e+01 2.451670732295125532e+01 2.443098423060081714e+01 2.394884747411441239e+01 2.400066960657366621e+01 2.366493258384585729e+01 2.362453107019594967e+01
3.484195515858675662e+01 3.611327617256538502e+01 3.690032013012353218e+01 3.779974228595951757e+01 3.244688289396355430e+01 2.902422554029281088e+01 2.648841616628583751e+01 2.482968685787728091e+01 2.356860835546518373e+01 2.362008860658691134e+01 2.349142642221204014e+01 2.273278715656967108e+01 2.215072982996264273e+01 2.183734081455214593e+01 2.138585267949789781e+01 2.161060821108144125e+01 2.179976866634740773e+01 2.163435968587140934e+01 2.091601121546320030e+01 2.114490896939910414e+01 2.097446375020433607e+01 2.077123336910104712e+01 2.083983093503910311e+01 2.048714334919959512e+01 2.065276706270163842e+01 2.001797859989437356e+01
2.436101554701317440e+01 2.529072294397370158e+01 2.653555376573896041e+01 2.731607990252421558e+01 2.333056669276857065e+01 2.107149432800920152e+01 1.940325030406499707e+01 1.834130299381835982e+01 1.844963631868559162e+01 1.838612714678814797e+01 1.809687215584991549e+01 1.754541965407304005e+01 1.741044241628673461e+01 1.743724077656849047e+01 1.757361425504348418e+01 1.740598837029265766e+01 1.695719086078005233e+01 1.721056972772054294e+01 1.726739054912417615e+01 1.750216851878158053e+01 1.736576309391722717e+01 1.742084465253459769e+01 1.744593242323211157e+01 1.759396865069983562e+01 1.765724058532827812e+01 1.735936203558345525e+01
1.314641075675526061e+01 1.418916435867003578e+01 1.536839474805344885e+01 1.614274272487979189e+01 1.449195731751311911e+01 1.348329058252600987e+01 1.309751941793711261e+01 1.303173699864148105e+01 1.278568612421497086e+01 1.290538127761592868e+01 1.309250293390959108e+01 1.248143376927663439e+01 1.326807714239075509e+01 1.350921828035059669e+01 1.361526790622509964e+01 1.367633992096788909e+01 1.369109820153708412e+01 1.367945865289811458e+01 1.409377894981221147e+01 1.370097912107171467e+01 1.382282002113300834e+01 1.456401529558636021e+01 1.424762525357967391e+01 1.456957064822808512e+01 1.516100025624474412e+01 1.442587963387577332e+01
6.677435313421693941e+00 7.252627795465273586e+00 7.979219627402675208e+00 8.887669780223630411e+00 9.169721064746951811e+00 8.846900794803509882e+00 8.534255236642048104e+00 8.662518018599637770e+00 8.787823113143792497e+00 9.248716447662626905e+00 8.960032761025235715e+00 9.320176266995311209e+00 9.813667171322713045e+00 1.011475629989801739e+01 9.972616026595352068e+00 1.047045113298494456e+01 1.059000635891204212e+01 1.059452397866274431e+01 1.076668358395638236e+01 1.122024585785735518e+01 1.134319516131630934e+01 1.149159488729055312e+01 1.174942930095779303e+01 1.199613269293734596e+01 1.201448986248858297e+01 1.211632480047619609e+01
8.490638266440212689e+00 7.191133507007524628e+00 6.489378931402561612e+00 6.486860974753259512e+00 6.277488698556777713e+00 6.143341353031832597e+00 6.364945112748610967e+00 6.386594124406360429e+00 6.449908077413205376e+00 6.789840710972112170e+00 6.783102414830782578e+00 6.913731618322603190e+00 7.322284655230492767e+00 7.719253666209429099e+00 7.949069270695167333e+00 8.007760805238532953e+00 8.381543345203688489e+00 8.766043326782098077e+00 9.012299392282283605e+00 9.232001443794613849e+00 9.566559749113018540e+00 9.483500496197518004e+00 9.692686845967452669e+00 1.016945437516804596e+01 1.000515044240416707e+01 1.043391850102856999e+01
1.610805249373893488e+01 1.335639839595727807e+01 1.095394254326543582e+01 9.357670674420344170e+00 8.207954381845764757e+00 7.230813635725861666e+00 6.791736511962276346e+00 6.758874667206265840e+00 6.242144052426596090e+00 6.282783766040621387e+00 6.368868917989085610e+00 6.284068883772238934e+00 6.540146439382885646e+00 6.496278250449941005e+00 6.782500746445952799e+00 7.267736732774270791e+00 7.210282824109913058e+00 7.489158481324137639e+00 7.554569602892644120e+00 7.837586371791285700e+00 7.782106896570757826e+00 8.273291628664372510e+00 8.317114887800425294e+00 8.458939149508701405e+00 8.754957942601258480e+00 8.804909002518380490e+00
3.027240083823852856e+01 2.479503843492867432e+01 2.067251706942806777e+01 1.748560554907146170e+01 1.497076953221078099e+01 1.226295997070418231e+01 1.058131618742629598e+01 9.162792073001460480e+00 8.277828606649578091e+00 7.662442499056741241e+00 7.028311567203652466e+00 6.641738637286755065e+00 6.420649320503343027e+00 6.350489149989195781e+00 6.337354866602034953e+00 6.353497538497861363e+00 6.620741407904837672e+00 6.455215505027769751e+00 6.464028873851877854e+00 6.854695971881906935e+00 6.792827734807771911e+00 7.268240904710529193e+00 7.288660373903330658e+00 7.494059872934492716e+00 7.290885132414699932e+00 7.947504486008638125e+00
5.124015927058457009e+01 4.326291781206002440e+01 3.685487686282588271e+01 3.096862986483404256e+01 2.691225195344848942e+01 2.139584858161127912e+01 1.759416774973970377e+01 1.456631947610273770e+01 1.234379426021639503e+01 1.082303992283018701e+01 9.180606067163935791e+00 8.777567463317955898e+00 8.301925043665058013e+00 7.339945105095887712e+00 7.116010908701081661e+00 6.742469891174876828e+00 6.858160427165719497e+00 6.626548903610513186e+00 6.472029878949654425e+00 6.475779715365924893e+00 6.328465650186663183e+00 6.233212567912192803e+00 6.337662800156754983e+00 6.880718096700665143e+00 6.581256059729805763e+00 7.173549364989975530e+00
8.372308887191138638e+01 7.109408350716685732e+01 6.123231861223663230e+01 5.244397764864776690e+01 4.570023786858492088e+01 3.612038828608612562e+01 2.911243323702734287e+01 2.382370116795184600e+01 1.986230018334303793e+01 1.628599215749152052e+01 1.357869339087131877e+01 1.278775923870281517e+01 1.090850668698806736e+01 9.464396292940785216e+00 8.639190413347558106e+00 8.179258198265774382e+00 7.849631859194036387e+00 7.135531273334457580e+00 6.843844733059098573e+00 6.694326023777567691e+00 6.499789660182745621e+00 6.419367588721025975e+00 6.255364480030213947e+00 6.601442097982786805e+00 6.539889728317763051e+00 6.580355733544815955e+00
1.316875778770442480e+02 1.130402716892750021e+02 9.696087880758005895e+01 8.347748873040529816e+01 7.375955611662644174e+01 5.760408367028126264e+01 4.574823667668533744e+01 3.685115583251210580e+01 3.043009312589346038e+01 2.461948536475638605e+01 2.002518845130259706e+01 1.838189973774904473e+01 1.573466251436655305e+01 1.346664053862181021e+01 1.189319285044526708e+01 1.119159992514767943e+01 9.911929247129917186e+00 9.209308275845049963e+00 8.456044999741678225e+00 7.864022342859580128e+00 7.273929521463344372e+00 7.152484655027874005e+00 6.889206413442041210e+00 6.637928980872833229e+00 6.582300434324155347e+00 6.498962652017126196e+00
2.003417882209824938e+02 1.689504652113498082e+02 1.467873932794241227e+02 1.282917085938212267e+02 1.126479063709116275e+02 8.746291324090282160e+01 6.921725529361789597e+01 5.555039969314476167e+01 4.513184657736108107e+01 3.645066482610669567e+01 2.951879013957379883e+01 2.760921133690323970e+01 2.300430576286657924e+01 1.915754321698875273e+01 1.682115229040230275e+01 1.553456957432462104e+01 1.367286445598815625e+01 1.188520273814907569e+01 1.095809299257841296e+01 9.942399457310251876e+00 9.067979994377504127e+00 8.410936468115975728e+00 8.052765256759592205e+00 7.834149695061789487e+00 7.460322347567354129e+00 7.021185576964939834e+00
3.166478708188836890e+02 2.555728461280893669e+02 2.147780700103587890e+02 1.838792160743200270e+02 1.625628629960516776e+02 1.254216807683245634e+02 9.884615092808613213e+01 7.967569625860448923e+01 6.453852978363116222e+01 5.188547725537281963e+01 4.234779582164146916e+01 3.855955603835247558e+01 3.261935308040774828e+01 2.761697811705824179e+01 2.294830729836642647e+01 2.130047785661298221e+01 1.850766130911260987e+01 1.650063804009807100e+01 1.429573071892740543e+01 1.322106172168527749e+01 1.202384036889265673e+01 1.076842645393916342e+01 1.010973066741689586e+01 9.179582539953671017e+00 8.963529833698570926e+00 8.448619200385513395e+00
5.127249317775997497e+02 4.044512255300177799e+02 3.283119087876415847e+02 2.721683983413897181e+02 2.327024013484936518e+02 1.764330983872678189e+02 1.362614859166181986e+02 1.089596495250969781e+02 8.789361527881119684e+01 7.075950703262887487e+01 5.745873583908389293e+01 5.299035135718927592e+01 4.401128923887976896e+01 3.612078218453424228e+01 3.113180867283402620e+01 2.915012799326934001e+01 2.514472315954683523e+01 2.193969493598510923e+01 1.840987405329160254e+01 1.716939289476371044e+01 1.572517108611677905e+01 1.398597670070867061e+01 1.305369836017467833e+01 1.170434002403639617e+01 1.154928570550003286e+01 1.043814094208111065e+01
7.929027367710050385e+02 6.301878020464592964e+02 5.086908620558094185e+02 4.155949456522845367e+02 3.457990743463682861e+02 2.557559244376309948e+02 1.941499164755968252e+02 1.504823559097341672e+02 1.188637350989893946e+02 9.444693828118943202e+01 7.586630396259683096e+01 6.992686239171150930e+01 5.885273328033161278e+01 4.901503637146431913e+01 4.156259206669885486e+01 3.844389904970504546e+01 3.306656670949300292e+01 2.871175424948252797e+01 2.423420857291107566e+01 2.316673161317578433e+01 2.035231859700295587e+01 1.798192983062018868e+01 1.676751655960025289e+01 1.509216474486250448e+01 1.441974878643995517e+01 1.307558498958872661e+01
