3.021958437063260590e+02 3.026941838007068668e+02 3.031339738358464047e+02 3.039889436454150200e+02 3.043385777614590211e+02 3.052140573791353404e+02 3.052305969871230786e+02 3.061130911218546089e+02 3.066793124133926085e+02 3.076751113728855671e+02 3.085208800692423097e+02 3.079825012756609794e+02 3.089142886694702383e+02 3.094405078551336032e+02 3.102899837770949603e+02 3.104064419588079318e+02 3.111868741001456442e+02 3.115137252479424319e+02 3.118730080405149465e+02 3.126486568046220214e+02 3.134570053570946015e+02
2.881394048443362976e+02 2.882718763158076740e+02 2.886395414078583599e+02 2.892930327959450665e+02 2.898930551263643451e+02 2.904887487873166378e+02 2.909390711156987095e+02 2.914417745695451458e+02 2.919856658773697404e+02 2.921826760161007996e+02 2.929779922801124599e+02 2.935408422687423808e+02 2.938072188738213413e+02 2.938211375653268647e+02 2.943397124494607624e+02 2.946264334571390009e+02 2.952587766854177289e+02 2.959605152348090655e+02 2.961858597868635457e+02 2.966463856991626358e+02 2.968874238872299429e+02
2.742837573430942939e+02 2.742532118823728524e+02 2.747948580354491241e+02 2.751785289273249191e+02 2.751435027077711197e+02 2.758120806474017286e+02 2.762841373327467522e+02 2.762986607992812651e+02 2.770369146709809911e+02 2.773870254984325925e+02 2.775134484047236469e+02 2.776426457184513197e+02 2.787411279877634911e+02 2.791144954136497063e+02 2.793036416506246837e+02 2.793488192535764369e+02 2.796114830327688878e+02 2.801334135984948261e+02 2.802827625622392702e+02 2.814848861673362421e+02 2.814515170025478028e+02
2.592979103153780898e+02 2.582376406226616155e+02 2.588399056314335098e+02 2.589794028602217395e+02 2.600714342244298223e+02 2.604133315587428115e+02 2.600612757885293718e+02 2.605376749803400571e+02 2.611214457707180259e+02 2.616782388056996638e+02 2.616000914140840337e+02 2.619496061601555539e+02 2.625658050560347192e+02 2.626780491798145931e+02 2.633291398970642376e+02 2.632301159382983542e+02 2.641869866749951825e+02 2.641919323623275773e+02 2.646952057319211349e+02 2.648571057590863234e+02 2.652733194452225689e+02
2.395174394207267881e+02 2.405393849104130197e+02 2.403489354545612287e+02 2.408221883763056042e+02 2.408448663182793439e+02 2.416907265304128600e+02 2.421044484869995586e+02 2.425039005747196939e+02 2.421504214516360776e+02 2.434204732348370328e+02 2.439311034141499590e+02 2.440633509009339548e+02 2.444408330547392438e+02 2.448264175364285506e+02 2.451253669590198001e+02 2.454790144187551277e+02 2.456988070146991561e+02 2.460801826769327647e+02 2.458559257288758033e+02 2.467909205210275161e+02 2.471692745264613791e+02
2.160837421587343101e+02 2.170341417752620146e+02 2.169305379886433229e+02 2.179790747259591228e+02 2.177670519988035380e+02 2.188623001958905263e+02 2.188395984456389556e+02 2.193114447128978668e+02 2.200420257039202454e+02 2.206394507213432519e+02 2.211407338580075930e+02 2.207752849463628309e+02 2.213794823817712540e+02 2.218275803533135786e+02 2.226419259140787688e+02 2.232226090952013067e+02 2.232726963489170657e+02 2.236693632273191668e+02 2.244882888814393596e+02 2.246456656732020463e+02 2.253855264338119753e+02
1.876627632539385218e+02 1.887691934417581763e+02 1.890774726358380065e+02 1.899383089542819221e+02 1.904688919568453116e+02 1.907327252010661880e+02 1.916121085043308767e+02 1.923388981209660358e+02 1.925909207850793052e+02 1.935257066458435133e+02 1.939356131124664273e+02 1.942803636895450552e+02 1.951468274787972916e+02 1.959341954526412337e+02 1.960861757760422108e+02 1.964312762177581249e+02 1.969003884929261119e+02 1.979753710106239168e+02 1.982707968867323416e+02 1.989064213958593541e+02 1.993730699334418262e+02
1.573932767237558608e+02 1.578381771567518115e+02 1.592913791886966806e+02 1.598278650423161196e+02 1.603435889004707064e+02 1.611134596675211696e+02 1.625879489613289195e+02 1.628391896287648137e+02 1.636509867733469150e+02 1.642205044809035144e+02 1.646126974035024375e+02 1.657477836446049082e+02 1.667856663562876349e+02 1.667872502758848157e+02 1.674864112731659134e+02 1.686382341279262107e+02 1.696519749493449467e+02 1.700149188536137785e+02 1.701638971266812348e+02 1.715129852693503949e+02 1.717501572298268115e+02
1.266620681789266172e+02 1.271945869471960577e+02 1.284352570003152039e+02 1.292288234885143083e+02 1.296472142765908870e+02 1.312481280428010564e+02 1.323595977991871564e+02 1.326604083241304011e+02 1.336609367112170332e+02 1.337697178882417575e+02 1.355244768413865586e+02 1.360985106886624010e+02 1.372639246781336908e+02 1.385027245355131527e+02 1.390842244390147471e+02 1.396971289842317958e+02 1.405729368801594603e+02 1.409844792518613872e+02 1.416145895165725506e+02 1.431942979426271165e+02 1.437301478035955142e+02
9.871693187499171529e+01 9.969836813120942054e+01 1.004932937522708727e+02 1.013154621162599653e+02 1.023339985956626492e+02 1.032403860947103595e+02 1.037952266675333135e+02 1.046797567233726767e+02 1.056498823060201318e+02 1.062161915554486029e+02 1.074814718927570141e+02 1.083679189375971674e+02 1.091722250125408493e+02 1.102559194914634304e+02 1.113829505203612626e+02 1.122301764567488505e+02 1.129231516509208291e+02 1.136204925029840922e+02 1.146966764506999112e+02 1.151822349859214398e+02 1.165590943853706989e+02
