1.931332434121192654e-01 1.935425173676253441e-01 1.943569629754218209e-01 1.947288887800338875e-01 1.948195458865254748e-01 1.947156869047574623e-01 1.948578204434136263e-01 1.953665244876922613e-01 1.943355232705399893e-01 1.954340497142300626e-01 1.953237002537279998e-01 1.961761026649476714e-01 1.962205267774783657e-01 1.970787952311392754e-01 1.966715353315439951e-01 1.962896950326687429e-01 1.974919059361136542e-01 1.968626455359993865e-01 1.979763459377689161e-01 1.982399702241263162e-01 1.980918049489261701e-01
1.854914442490880888e-01 1.851681779965181351e-01 1.858529773949286479e-01 1.860769041902701204e-01 1.863418896009712278e-01 1.867578827819832143e-01 1.871974696040761554e-01 1.874479210980062316e-01 1.870092777827986330e-01 1.876151973293655184e-01 1.874970190278011095e-01 1.874585937456088869e-01 1.883117826176758658e-01 1.883982603408282386e-01 1.883716280192929970e-01 1.885898073139293252e-01 1.885812836359833100e-01 1.889002999920655623e-01 1.896501471633167124e-01 1.893658380878648906e-01 1.895494503655761054e-01
1.776681986140585534e-01 1.779850609107018200e-01 1.778996662680622787e-01 1.780482782155885790e-01 1.783527858394307331e-01 1.788360835346500810e-01 1.791358002917800563e-01 1.795572411627075760e-01 1.788598585067039670e-01 1.787757055675221474e-01 1.797110895584850820e-01 1.791262799103146841e-01 1.794649495758054158e-01 1.794031441735422505e-01 1.804210947278605814e-01 1.804918533474270670e-01 1.806549275093227713e-01 1.806922308836620972e-01 1.798056852754524593e-01 1.807737008332253592e-01 1.813631309621546728e-01
1.677010018683289805e-01 1.682048047308032368e-01 1.685224262125570582e-01 1.683439473512037821e-01 1.687650476639544761e-01 1.687847772706324023e-01 1.683755603030976378e-01 1.694275284672699389e-01 1.694903047941663243e-01 1.695482208831430582e-01 1.698360288343931102e-01 1.695306563746475648e-01 1.699147191689155401e-01 1.701380384747931684e-01 1.710257870297027250e-01 1.705188250477037981e-01 1.703805066958983261e-01 1.715040031772305240e-01 1.714455861119348612e-01 1.718949644743270888e-01 1.717279193214889810e-01
1.575180011775164646e-01 1.573353078176482345e-01 1.581406529107117487e-01 1.580002192624369028e-01 1.585758249396108654e-01 1.589039171492514224e-01 1.580868639514270702e-01 1.584822561001923147e-01 1.585660078217470681e-01 1.592440257855258778e-01 1.588755721286470857e-01 1.591895243484999500e-01 1.590355702444020969e-01 1.596768344731132605e-01 1.599285007359675381e-01 1.600586270093859731e-01 1.603601297787377589e-01 1.594096486889992614e-01 1.611379297158294643e-01 1.606399373278762366e-01 1.610736448545292965e-01
1.428309133978809820e-01 1.431758242486368404e-01 1.438566693258687690e-01 1.445501067513846327e-01 1.437526669480608810e-01 1.439882608999965563e-01 1.443117259126639185e-01 1.447618593137522669e-01 1.449485516128658502e-01 1.454175642223044518e-01 1.458634354701289215e-01 1.459631645716742698e-01 1.458640031689998895e-01 1.461522135885872931e-01 1.462224630332008557e-01 1.460594681623358648e-01 1.478731394929723164e-01 1.471486595203187753e-01 1.478477950642168859e-01 1.470041850880642875e-01 1.483295684504088718e-01
1.284100292662188891e-01 1.282527061047179506e-01 1.282493168553057450e-01 1.287695866445363602e-01 1.292468573900770745e-01 1.289127486628396935e-01 1.300949942965615724e-01 1.305387978102027224e-01 1.307912552349482782e-01 1.304236036494056672e-01 1.309260687363843212e-01 1.312178286965844654e-01 1.316662862257427513e-01 1.312828969155226122e-01 1.314424040916057079e-01 1.326063520085287439e-01 1.320498573469077175e-01 1.320832975041493773e-01 1.329101556812096741e-01 1.323132934845124287e-01 1.335178128801973729e-01
1.117477397080320484e-01 1.124220513132274946e-01 1.128564604178195069e-01 1.128367313232408187e-01 1.131365936169782677e-01 1.129275412588810201e-01 1.134623907215479566e-01 1.146366703106986851e-01 1.140325387217553388e-01 1.143123294405249957e-01 1.147875867052310511e-01 1.157088512043580181e-01 1.154414789437247235e-01 1.161691657795772964e-01 1.172336721298673917e-01 1.171234336710606783e-01 1.169015834728714814e-01 1.177890946237689640e-01 1.175795588552682042e-01 1.176204472215071212e-01 1.189086961640079820e-01
9.714334229642695995e-02 9.822325289906039258e-02 9.752161277333606937e-02 9.797915827266566458e-02 9.874014798505269253e-02 9.912220710827608638e-02 1.001407839506974762e-01 1.003829251492345809e-01 9.985254659744696726e-02 1.002980799777774129e-01 1.003572077385460337e-01 1.006375938325132363e-01 1.016924287233606644e-01 1.021819384680722059e-01 1.022745484658862669e-01 1.029419891621098787e-01 1.034086913244508105e-01 1.030978200470834966e-01 1.039935484250945064e-01 1.040536692011084230e-01 1.051605852234978322e-01
8.536845388540841018e-02 8.587773984819155326e-02 8.753646303335509138e-02 8.665263204655139495e-02 8.690518019057728860e-02 8.799418536041736516e-02 8.942007347596930833e-02 8.855928872125887197e-02 8.850605662549386465e-02 8.864242868474861425e-02 8.967926142119941879e-02 8.998166010321514974e-02 8.985678358744092487e-02 9.061454590643171214e-02 9.080410973084775128e-02 9.058779572831096583e-02 9.145608316379338909e-02 9.171958306946985384e-02 9.120018664074586168e-02 9.223730757515344325e-02 9.244018213653908134e-02
7.850538024959621830e-02 7.960010174289391949e-02 8.003063496175946701e-02 7.992265737863192554e-02 8.014334417960139456e-02 8.092747368003699870e-02 8.114069835977262557e-02 8.115155735324217079e-02 8.055014255932382850e-02 8.131115459651780397e-02 8.145912971537237757e-02 8.156284193127108506e-02 8.206248809001336075e-02 8.197691169805239320e-02 8.231121694922188814e-02 8.245763983113578444e-02 8.316679183822241195e-02 8.291086490685285748e-02 8.344820194676116909e-02 8.260893339610377029e-02 8.351193918042448816e-02
7.712075130578090187e-02 7.677546255264590391e-02 7.679568144965244481e-02 7.711134326360441493e-02 7.743492202273943859e-02 7.734280624530756598e-02 7.693790207227400868e-02 7.773950370177190594e-02 7.749734352375763080e-02 7.804465206436451974e-02 7.769330381085620685e-02 7.801389174136567906e-02 7.780761209687753199e-02 7.755845791301489711e-02 7.736100664622228007e-02 7.795526958379335458e-02 7.809567357890827288e-02 7.813769222674508963e-02 7.883039479981791831e-02 7.839949943241632246e-02 7.847996320584310626e-02
7.728911656085631077e-02 7.750267141637631751e-02 7.773532194090140846e-02 7.764989016075077299e-02 7.753955959379575658e-02 7.758941815783040874e-02 7.715555262349189924e-02 7.625546661483341426e-02 7.722087486851532401e-02 7.682823802104642164e-02 7.758036270523507860e-02 7.665780416547129938e-02 7.675696559795440466e-02 7.646483972450664190e-02 7.663350946512062500e-02 7.642293304142384891e-02 7.616667438134705481e-02 7.673398256937617734e-02 7.705827563445423467e-02 7.732341659236166564e-02 7.725502332442937825e-02
8.038508731594536105e-02 8.044061828073476028e-02 8.018854797030680603e-02 7.994027455413418859e-02 7.952195531962737152e-02 7.920944964978189617e-02 7.895480865634824097e-02 7.800699966264916518e-02 7.942602601547082974e-02 7.914338563635098245e-02 7.853962541645655160e-02 7.831134660582467211e-02 7.805419481231595791e-02 7.789931202819383449e-02 7.770850433455739337e-02 7.744772970770298637e-02 7.729661283091464330e-02 7.896497575475661113e-02 7.879974322022342825e-02 7.848695270324980433e-02 7.883120138966367985e-02
8.648322785087489417e-02 8.584824391392532894e-02 8.490352155582008009e-02 8.378152682480646818e-02 8.364047772695552829e-02 8.297978337861887377e-02 8.251739209690109322e-02 8.234714716241883781e-02 8.347800426026254217e-02 8.270843793524530752e-02 8.287949150418177924e-02 8.197234602692815564e-02 8.242333158070302979e-02 8.214065057993934216e-02 8.175458295615004034e-02 8.106080693626596667e-02 8.099916714548897889e-02 8.198041825757058920e-02 8.149108690698535218e-02 8.123691634520706362e-02 8.054022432244935248e-02
9.195933941636499909e-02 9.152780634336837862e-02 9.084945549061414216e-02 8.982118874892051907e-02 8.945462353249314380e-02 8.841423405876476516e-02 8.844187760103786045e-02 8.789791403986046969e-02 8.881205020687679697e-02 8.844716384975973011e-02 8.857563908941645803e-02 8.787729958928815199e-02 8.727846007528106131e-02 8.658410345117904805e-02 8.616824445038610836e-02 8.578056113469789690e-02 8.581321223390409036e-02 8.597739639314400106e-02 8.666772951187401430e-02 8.584620726694808246e-02 8.500680581857332496e-02
