,p,v
0,-40.897340188028906,12.3038607461974
1,-40.64634160479392,12.258212883561631
2,-40.13846801821486,12.212846583732507
3,-39.621906796997735,12.167759421285014
4,-39.09660275098521,12.122948997590587
5,-38.56250057490083,12.078412940456147
6,-38.01954485552613,12.034148903768891
7,-37.467680046645874,11.990154567146693
8,-36.906850487124274,11.946427635594034
9,-36.337000396772034,11.902965839163357
10,-35.758073893644735,11.85976693262174
11,-35.17001496852716,11.816828695122831
12,-34.57276747597211,11.77414892988385
13,-33.96627518361127,11.731725463867718
14,-33.350481730392474,11.68955614747008
15,-32.72533062779464,11.647638854211188
16,-32.090765284939735,11.605971480432611
17,-31.446728994090286,11.56455194499859
18,-30.79316491261964,11.523378189001999
19,-30.1300160959385,11.482448175474877
20,-29.457225482732685,11.441759889103352
21,-28.774735893502765,11.401311335946957
22,-28.082490027485242,11.36110054316225
23,-27.38043046569887,11.321125558730603
24,-26.668499691285742,11.281384451190196
25,-25.9466400429434,11.241875309372
26,-25.21479376162491,11.202596242139848
27,-24.472902970460453,11.163545378134344
28,-23.720909669983723,11.124720865520688
29,-22.958755750884286,11.08612087174028
30,-22.18638297482293,11.047743583266039
31,-21.403733003437193,11.009587205361393
32,-20.610747384130093,10.971649961842868
33,-19.807367533702717,10.933930094846216
34,-18.99353475456208,10.896425864595999
35,-18.169190239827614,10.859135549178626
36,-17.334275066873438,10.82205744431872
37,-16.48873020244861,10.785189863158784
38,-15.632496485929531,10.74853113604215
39,-14.765514635860916,10.71207961029906
40,-13.887725275583549,10.675833650035933
41,-12.999068906286897,10.639791635927693
42,-12.09948591207887,10.603951965013126
43,-11.188916546045244,10.568313050493233
44,-10.26730096317702,10.532873321532486
45,-9.334579208576299,10.497631223063008
46,-8.390691199929693,10.462585215591536
47,-7.435576739701693,10.427733775009205
48,-6.469175524153436,10.393075392404057
49,-5.49142712922203,10.358608573876273
50,-4.50227100317805,10.324331840355992
51,-3.501646506426764,10.290243727423796
52,-2.4894928701622723,10.256342785133743
53,-1.4657491978643478,10.222627577838894
54,-0.4303545057589359,10.189096684019358
55,0.6167523341212809,10.155748696112756
56,1.6756325385023638,10.122582220347072
57,2.7463474384710844,10.0895958765759
58,3.8289585229723735,10.056788298115979
59,4.923527346650276,10.024158131587011
60,6.030115582057468,9.991704036753772
