1.299707824938901024e-01 1.325969465875666553e-01 1.291068835086056354e-01 1.338211743751139826e-01 1.350576505123255722e-01 1.350386018315972991e-01 1.349434136962525121e-01 1.367292863577220796e-01 1.370083479967244278e-01 1.406465246925296120e-01 1.403202483990434180e-01 1.434392146245401789e-01 1.424485102297294581e-01 1.423511656863643282e-01 1.421897316425838886e-01 1.455534422111847415e-01 1.500313962251805799e-01 1.528282356115309992e-01 1.536059650370918961e-01 1.509895876913248114e-01 1.533209597159285731e-01 1.560797887051732225e-01 1.559851558967996488e-01 1.581057885248577377e-01 1.590645281769674790e-01 1.609790496254923930e-01
1.073273927692393326e-01 1.103996688263009091e-01 1.121288075115317584e-01 1.154777098323425677e-01 1.133365009299991955e-01 1.163262333021749112e-01 1.171053698070427806e-01 1.199631048269440142e-01 1.221110828823705891e-01 1.231833096219261542e-01 1.251590546648907454e-01 1.288733966264503650e-01 1.278285680798382784e-01 1.306224682372406076e-01 1.352784718649519824e-01 1.325502899839187954e-01 1.385504402227057397e-01 1.388502357980928303e-01 1.420201271769307716e-01 1.411530787067920012e-01 1.464992011921737447e-01 1.432066332490867511e-01 1.421614158389964411e-01 1.502022308648527649e-01 1.496049735268261682e-01 1.486317301947093217e-01
9.914435809163640867e-02 9.777745243794283558e-02 1.014071707465677430e-01 1.001047360702076172e-01 9.953798070782431118e-02 1.028143989331846697e-01 1.035445068022850246e-01 1.058022090196114873e-01 1.082322627041754498e-01 1.113323315214745646e-01 1.133894866906126758e-01 1.133304680547879834e-01 1.165441843642875536e-01 1.169805548812716395e-01 1.224356842377281041e-01 1.214625467594994956e-01 1.246388116213269226e-01 1.290156759379081641e-01 1.291079389403739230e-01 1.268873629322808672e-01 1.295957118575513656e-01 1.328836759759183528e-01 1.346857520814351838e-01 1.376864391895084305e-01 1.411030082225364635e-01 1.416753901291319673e-01
9.833105263273562990e-02 9.856190096054145977e-02 9.844022083428816128e-02 9.874916635504417395e-02 1.002979130734228952e-01 1.013687011430633722e-01 1.013847368891784700e-01 1.026194714911495831e-01 1.062190545436935835e-01 1.044953701300722904e-01 1.095886785837394406e-01 1.081414241256267450e-01 1.104524319926435405e-01 1.143862833896344688e-01 1.163794853520170730e-01 1.133469356901265213e-01 1.148342812904149246e-01 1.178179826999052049e-01 1.186827288607340963e-01 1.221477939852502748e-01 1.252584087171114691e-01 1.248728099991390783e-01 1.261658599122952862e-01 1.274272806648006628e-01 1.309392679683934746e-01 1.357468157017311661e-01
1.114979071097554342e-01 1.088464172687711035e-01 1.085288839693729773e-01 1.095461694443161382e-01 1.065671239051710212e-01 1.044103609654004061e-01 1.063006871287600907e-01 1.113661268965355916e-01 1.093139503329576684e-01 1.095897761792142822e-01 1.096958140303138235e-01 1.115732991403991237e-01 1.086250332375950506e-01 1.126257762801611828e-01 1.151176233907450080e-01 1.145184180176146427e-01 1.149945613987889970e-01 1.160894056047293565e-01 1.175322160201407173e-01 1.212375133328207899e-01 1.222794513475522760e-01 1.214030097435228467e-01 1.209785560073890626e-01 1.271351711634046422e-01 1.255229339733062999e-01 1.263580508087443488e-01
1.311148695569787914e-01 1.280220590159435456e-01 1.245646903989851562e-01 1.230921280760719078e-01 1.204855643843758123e-01 1.202032098456427001e-01 1.173303986920866265e-01 1.174505310771349897e-01 1.193364160530244189e-01 1.160366272765067791e-01 1.164885170534597364e-01 1.141330648308791912e-01 1.157197549626181737e-01 1.145734961988344874e-01 1.163916850779325579e-01 1.171521584395726345e-01 1.144751425265772976e-01 1.201640616589695065e-01 1.210743959847680462e-01 1.195402437375735760e-01 1.194556388569723848e-01 1.220440987176936443e-01 1.218822797102131206e-01 1.284724049461418438e-01 1.250965967849221872e-01 1.244953081175310533e-01
1.578302185507099165e-01 1.528604595108875308e-01 1.475639500723455455e-01 1.442447021860948086e-01 1.374136715940229014e-01 1.379773240790032329e-01 1.310309546268682845e-01 1.322477931042369548e-01 1.313331135709630837e-01 1.281857680211899164e-01 1.267145620431416875e-01 1.257029244004805868e-01 1.275862439605451037e-01 1.264034477732877138e-01 1.257430749765477973e-01 1.219407907089229276e-01 1.228416948716762880e-01 1.234970273854444217e-01 1.215165745017075388e-01 1.199774898226589198e-01 1.253657017710709531e-01 1.244314522384063759e-01 1.279911040687592427e-01 1.282792866789153885e-01 1.265733793945564289e-01 1.249716220177421455e-01
1.898254562442225346e-01 1.820510704318205331e-01 1.750284750989300753e-01 1.703978069679250584e-01 1.642340901824307364e-01 1.591612219929519345e-01 1.555307367360301007e-01 1.538840779936419545e-01 1.493352404611364426e-01 1.445561199397165930e-01 1.418147869476750478e-01 1.393929601417505382e-01 1.395057189203229298e-01 1.382971703968361443e-01 1.368935980377758710e-01 1.371796887311953206e-01 1.346095589512808777e-01 1.317448082554613653e-01 1.349454633790213298e-01 1.275334392884189538e-01 1.319893614435347640e-01 1.308312720674509044e-01 1.293208177029332162e-01 1.326209363520499673e-01 1.342066340104776379e-01 1.315829564115543471e-01
2.278108001025330454e-01 2.210925887703165671e-01 2.072492436654088666e-01 1.988823689125224781e-01 1.921238193375146008e-01 1.863780891297789899e-01 1.795264261663719607e-01 1.767699857017630272e-01 1.716656693090173325e-01 1.688245258510741309e-01 1.610673321338801367e-01 1.599541318065830220e-01 1.567989408101175541e-01 1.507421468562154532e-01 1.514064267673393416e-01 1.471715386461728003e-01 1.464851415799167389e-01 1.445871794594036364e-01 1.451315261754947961e-01 1.417872076260952852e-01 1.405901567733129631e-01 1.407419713007254103e-01 1.361309412973993604e-01 1.396454263799943307e-01 1.427352408668124961e-01 1.360039590610819249e-01
2.710775801900213167e-01 2.563526745444115740e-01 2.453557666606466237e-01 2.327071125862246737e-01 2.230753212006266750e-01 2.167450395708364619e-01 2.102918946041699988e-01 1.980382547049430175e-01 1.948343136445523094e-01 1.911948521466469153e-01 1.841133976594833688e-01 1.812174035136951689e-01 1.772086760658713178e-01 1.719776101168957461e-01 1.664556123678212485e-01 1.679099847566790926e-01 1.611288063762254530e-01 1.593797879459681877e-01 1.573605967082234158e-01 1.548390935902229648e-01 1.517352362608404004e-01 1.491096545460812717e-01 1.475089852888497310e-01 1.466594595408070856e-01 1.449140352644885665e-01 1.446607294800939525e-01
