,v,p,t
0,52.871663047206745,170.0,2750.0
1,52.871663047206745,170.02,2750.092219630107
2,52.871663047206745,170.04000000000002,2750.1844366517075
3,52.871663047206745,170.06000000000003,2750.2766510636075
4,52.871663047206745,170.08000000000004,2750.368862864613
5,52.871663047206745,170.10000000000005,2750.4610720535306
6,52.871663047206745,170.12000000000006,2750.553278629166
7,52.871663047206745,170.14000000000007,2750.6454825903256
8,52.871663047206745,170.16000000000008,2750.7376839358158
9,52.871663047206745,170.1800000000001,2750.8298826644423
10,52.871663047206745,170.2000000000001,2750.9220787750114
11,52.871663047206745,170.2200000000001,2751.0142722663295
12,52.871663047206745,170.24000000000012,2751.106463137202
13,52.871663047206745,170.26000000000013,2751.1986513864354
14,52.871663047206745,170.28000000000014,2751.2908370128353
15,52.871663047206745,170.30000000000015,2751.383020015208
16,52.871663047206745,170.32000000000016,2751.4752003923595
17,52.871663047206745,170.34000000000017,2751.5673781430955
18,52.871663047206745,170.36000000000018,2751.6595532662222
19,52.871663047206745,170.3800000000002,2751.7517257605455
20,52.871663047206745,170.4000000000002,2751.843895624871
21,52.871663047206745,170.42000000000021,2751.936062858005
22,52.871663047206745,170.44000000000023,2752.0282274587526
23,52.871663047206745,170.46000000000024,2752.12038942592
24,52.871663047206745,170.48000000000025,2752.2125487583135
25,52.871663047206745,170.50000000000026,2752.3047054547383
26,52.871663047206745,170.52000000000027,2752.396859514
27,52.871663047206745,170.54000000000028,2752.489010934905
28,52.871663047206745,170.5600000000003,2752.5811597162583
29,52.871663047206745,170.5800000000003,2752.673305856866
30,52.871663047206745,170.6000000000003,2752.7654493555337
31,52.871663047206745,170.62000000000032,2752.857590211067
32,52.871663047206745,170.64000000000033,2752.9497284222716
33,52.871663047206745,170.66000000000034,2753.041863989144
34,52.871663047206745,170.68000000000035,2753.13399694519
35,52.871663047206745,170.70000000000036,2753.2261273131953
36,52.871663047206745,170.72000000000037,2753.318255091966
37,52.871663047206745,170.74000000000038,2753.4103802803083
38,52.871663047206745,170.7600000000004,2753.5025028770287
39,52.871663047206745,170.7800000000004,2753.594622880933
40,52.871663047206745,170.8000000000004,2753.6867402908274
41,52.871663047206745,170.82000000000042,2753.7788551055182
42,52.871663047206745,170.84000000000043,2753.8709673238113
43,52.871663047206745,170.86000000000044,2753.9630769445125
44,52.871663047206745,170.88000000000045,2754.055183966428
45,52.871663047206745,170.90000000000046,2754.1472883883644
46,52.871663047206745,170.92000000000047,2754.2393902091267
47,52.871663047206745,170.94000000000048,2754.3314894275213
48,52.871663047206745,170.9600000000005,2754.4235860423546
49,52.871663047206745,170.9800000000005,2754.515680052432
50,52.871663047206745,171.0000000000005,2754.6077714565595
51,52.871663047206745,171.02000000000052,2754.6998602535427
52,52.871663047206745,171.04000000000053,2754.791946442188
53,52.871663047206745,171.06000000000054,2754.884030021301
54,52.871663047206745,171.08000000000055,2754.9761109896876
55,52.871663047206745,171.10000000000056,2755.0681893461533
56,52.871663047206745,171.12000000000057,2755.1602650895043
57,52.77036418693609,171.14000000000058,2755.252338218546
58,52.77036418693609,171.1600000000006,2755.344408732084
59,52.77036418693609,171.1800000000006,2755.4364766289245
60,52.77036418693609,171.2000000000006,2755.528541907873
61,52.77036418693609,171.22000000000062,2755.6206045677354
62,52.77036418693609,171.24000000000063,2755.712664607317
63,52.77036418693609,171.26000000000064,2755.8047220254234
64,52.77036418693609,171.28000000000065,2755.8967768208604
65,52.77036418693609,171.30000000000067,2755.9888289924334
66,52.77036418693609,171.32000000000068,2756.080878538948
67,52.77036418693609,171.34000000000069,2756.17292545921
68,52.77036418693609,171.3600000000007,2756.2649697520246
69,52.77036418693609,171.3800000000007,2756.357011416197
70,52.77036418693609,171.40000000000072,2756.4490504505334
71,52.77036418693609,171.42000000000073,2756.541086853839
72,52.77036418693609,171.44000000000074,2756.633120624919
73,52.77036418693609,171.46000000000075,2756.7251517625787
74,52.77036418693609,171.48000000000076,2756.817180265624
75,52.77036418693609,171.50000000000077,2756.9092061328597
76,52.77036418693609,171.52000000000078,2757.001229363092
77,52.77036418693609,171.5400000000008,2757.0932499551254
78,52.77036418693609,171.5600000000008,2757.1852679077656
79,52.77036418693609,171.5800000000008,2757.277283219818
80,52.77036418693609,171.60000000000082,2757.3692958900874
81,52.77036418693609,171.62000000000083,2757.4613059173794
82,52.77036418693609,171.64000000000084,2757.553313300499
83,52.77036418693609,171.66000000000085,2757.645318038252
84,52.77036418693609,171.68000000000086,2757.737320131262
85,52.77036418693609,171.70000000000087,2757.8293196143195
86,52.77036418693609,171.72000000000088,2757.9213165058422
87,52.77036418693609,171.7400000000009,2758.0133108046393
88,52.77036418693609,171.7600000000009,2758.1053025095202
89,52.77036418693609,171.7800000000009,2758.1972916192935
90,52.77036418693609,171.80000000000092,2758.2892781327682
91,52.77036418693609,171.82000000000093,2758.3812620487533
92,52.77036418693609,171.84000000000094,2758.473243366058
93,52.77036418693609,171.86000000000095,2758.565222083491
94,52.77036418693609,171.88000000000096,2758.6571981998613
95,52.77036418693609,171.90000000000097,2758.749171713978
96,52.77036418693609,171.92000000000098,2758.8411426246494
97,52.77036418693609,171.940000000001,2758.933110930685
98,52.77036418693609,171.960000000001,2759.025076630893
99,52.77036418693609,171.980000000001,2759.117039724083
100,52.77036418693609,172.00000000000102,2759.209000209063
101,52.77036418693609,172.02000000000103,2759.3009580846424
102,52.77036418693609,172.04000000000104,2759.39291334963
103,52.77036418693609,172.06000000000105,2759.4848660028338
104,52.77036418693609,172.08000000000106,2759.576816043063
